"A","Name on ballot","Candidate

Sequence","H1","   Type
      Nominat-
            ion","Electoral
district","H2","Sex","Candidate's full name","Voter number","SourceFile"
"239 ","Sumerian movement","12 ","","Party","Babylon","","   female
 ","The voice of Jasib Majeed Hajim Al-Qattan","2070 ","ElectionCandidates_Original.csv"
"281 ","Nineveh People's Union","32 ","","Alliance","Nineveh","","   female
 ","The voice of Salem Abdulhadi
Amiren","7362 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","21 ","","Party","Al-Qadisiyah","","female
 ","The weight of Hazem Abdul-Kazem Jawad
Al-Shabanni","1262 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","12 ","","Alliance","The egg","","   female
 ","The will of the horses ofMasn
Y Mutasher Al-Abd Mir","674 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","36 ","","Alliance","Nineveh","","   female
 ","They are not happy","6543 ","ElectionCandidates_Original.csv"
"272 ","The Arab Project, Iraq","20 ","","Party","Nineveh","","Male","This is Ahmed Gharni Hamid Al-Hamid","7227 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","3 ","","Party","The egg","","Male","This is Ali, this is Shalal Al Fadl","365 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","22 ","","Alliance","Wasit","","Male","This is good, I feel sorry for you, Al-
Kraythan","7632 ","ElectionCandidates_Original.csv"
"216 ","Kurdistan Democratic Party","1 ","","Party","Diyala","","   female
 ","This is Mawah, Nad Jalil Saeed Jawamir","4683 ","ElectionCandidates_Original.csv"
"225 ","Position Group","/
            13","","Party","Sulaymaniyah","","Male","Three Rabbahs Set Abbas Rashid Qadir","987 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","5 ","","Alliance","Nineveh","","Male","Thunder Ali Mohammed Bashir
Al-Bijwani","6769 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","22 ","","Party","Najaf","","Male","Thunder stubborn Kazem Mishltagh Al-Salji","1718 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","22 ","","Party","Wasit","","Male","Thunder Yasir N        Sakb Jawhar Koysir","7545 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","5 ","","Party","Babylon","","Male","Time Ali Musa Hassan Al-Jabouri","2128 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","5 ","","Alliance","Najaf","","Male","Time of Suwaihab Muhammad Kazim al-Mayali","1772 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","16 ","","Party","Karbala","","   female
 ","Time of the summer Mohsen Diab Al-Marshadi","5911 ","ElectionCandidates_Original.csv"
"261 ","شعبنا جبهة / Front of our people","6 ","","Party","Sulaymaniyah","","female
 ","To him, Nia Jalal Mahmoud Ahmed","998 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","5 ","","Party","Sulaymaniyah","","   female
 ","To Naz Osman Ahmed Suleiman","1013 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","6 ","","Party","Karbala","","   female
 ","To Yasser Abdul Sajjad Abdul Hassan Al-Moussawi","6037 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","1 ","","Alliance","Karbala","","Male","Traveler Kazem Ahmed Habib Al-Yasiri","5918 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","19 ","","Alliance","Kirkuk","","   female
 ","Tunisia Hajem Hadi Taama Al-Hadidi","6231 ","ElectionCandidates_Original.csv"
"201 ","Yazidi Cause Alliance","19 ","","Alliance","Nineveh","","   female
 ","Turkish candles on my heart","6495 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","23 ","","Alliance","Dhi Qar","","Male","Turkish Divan-e-Hasir n Ma-
rwah al-Aboudi","5209 ","ElectionCandidates_Original.csv"
"217 ","United Iraqi Turkmen Front","10 ","","Alliance","Kirkuk","","Male","Turkish Ezz El-Din Waliy Salman Kirkuklyi","6133 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","17 ","","Alliance","Anbar","","Male","Turkish short story by Mast Al-Hayani","319 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","24 ","","Party","Baghdad","","   female
 ","Tweet Abdul Qader Ali Abdullah Al-Dulaimi","4129 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","102 ","","Alliance","Baghdad","","   female
 ","Tweet by Nihad Hadi Abbas Al-Azzawi","4499 ","ElectionCandidates_Original.csv"
"223 ","Coming","33 ","","Party","Babylon","","   female
 ","Tweet Mehdi Majeed Jaafar Al-Muslimani","1977 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","83 ","","Alliance","Baghdad","","   female
 ","Tweet Tariq Najm Radam Al Youdeh","3411 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","22 ","","Party","Wasit","","   female
 ","Tweeting Abdul Hassan Khalifa Muhsin Al-Mashaikh","7589 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","98 ","","Alliance","Baghdad","","   female
 ","Tweeting Ibrahim NayefFares Al-Ajili","2849 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","4 ","","Alliance","Maysan","","   female
 ","Ubeer Issa Mohammed Abdullah Al-
Laithi","6423 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","4 ","","Party","The two","","Male","Uday Qasim Mohammad Dris Reza","1384 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","3 ","","Party","The egg","","Male","Uprooted, stubborn, Arithi, Shabib Al Salem","715 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","6 ","","Alliance","The two","","Male","Urgent Kazem Fahd Jahil Al-Ziyad","1428 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","37 ","","Alliance","Baghdad","","Male","Varant Vartan Shahir N Yousef Shahir
N","2927 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","52 ","","Alliance","Baghdad","","female
 ","Venus Saadoun Khalil Waliy Al-Bawi","2496 ","ElectionCandidates_Original.csv"
"288 ","New generation","2 ","","Party","Erbil","","   female
 ","Vian Abdulaziz Abdulrahman Mohammed Al-Kulli","98 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","40 ","","Party","Nineveh","","   female
 ","Vian Dakhil Saeed Khadhnehkari","7307 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","110 ","","Alliance","Baghdad","","   female
 ","Vian Salman Khalaf Hamoud Shajer Y","2861 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","51 ","","Party","Nineveh","","   female
 ","Vian Sami Ismail Muhawal Ismail","7318 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","120 ","","Alliance","Baghdad","","   female
 ","Victory Attia Alwan Hasir N       Al-Hadrawi","4094 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","4 ","","Alliance","Wasit","","   female
 ","Victory Hassan Ali Manjen Ya Gha-
ribawi","7720 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","74 ","","Alliance","Baghdad","","   female
 ","Victory Hassanni Saeed Taama Al-Naeemiyi","4052 ","ElectionCandidates_Original.csv"
"243 ","Evil is evil","20 ","","Alliance","Saladin","","   female
 ","Victory over Hamid Hamada Al-Jubouri","5706 ","ElectionCandidates_Original.csv"
"267 ","Nineveh for its people","6 ","","Party","Nineveh","","   female
 ","Victory over me, Mahmoud Al-Khatani","7090 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","33 ","","Party","Dhi Qar","","female
 ","Victory Sakban Abdullah Mohammed Al-Awady","5017 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","28 ","","Alliance","Dhi Qar","","   female
 ","Victory, thirsty, Hasir, Awad Al-Hamdani","5509 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","136 ","","Party","Baghdad","","   female
 ","VictoryKazem Jawad Kazem Al-Tamimi","2752 ","ElectionCandidates_Original.csv"
"229 ","Kirkuk Turkmen Rescue Alliance","15 ","","Alliance","Kirkuk","","female
 ","Virgin Ali Abdel-Hassir Attia","6186 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","12 ","","Party","Al-Qadisiyah","","   female
 ","Virgin Aqeel Ali Abdul Karim Al-Ruwaili","1253 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","11 ","","Alliance","Al-Qadisiyah","","   female
 ","Virgin Bahjat Jassim Zahiraljamalıi","1168 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","129 ","","Alliance","Baghdad","","   female
 ","Virgin Imran Jawad Darwish Al-Aswad","4102 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","110 ","","Alliance","Baghdad","","   female
 ","Virgin Kamel Jawad Jadoua Al-Karadi","4506 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","16 ","","Alliance","Dhi Qar","","female
 ","Virgin Majid Hassan Alwan Al-Khafaji","5053 ","ElectionCandidates_Original.csv"
"204 ","Iraqi Alliance, Kirkuk","18 ","","Alliance","Kirkuk","","   female
 ","Virgin Yasser N Ahmed Mohammed Al-
Sumaidaie","6102 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","82 ","","Alliance","Baghdad","","female
 ","Virgin, where is Imran Delf Al-
Marsoumi?","3608 ","ElectionCandidates_Original.csv"
"277 ","Our falc-
ons","8 ","","Alliance","Saladin","","   female
 ","Vision of Abdullah Najm Khalil Al-Hilali","5812 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","34 ","","Alliance","Babylon","","female
 ","Visions of Ali Hasirn Hamza
Al-Tamimi","2269 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","16 ","","Party","Kirkuk","","   female
 ","Visions of Hasir N       Khalaf Hasir
N       Al-Jabouri","6252 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","42 ","","Alliance","Baghdad","","   female
 ","Visions of Hasir N       Muhammad
Ahmad Mashhad","4234 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","16 ","","Alliance","Saladin","","   female
 ","Visions of Marwan Majid Al-Din Noman
Al-Anani","5726 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","86 ","","Alliance","Baghdad","","   female
 ","Visions of Munir Jassim Mohammed Al Shamri","3111 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","87 ","","Alliance","Baghdad","","   female
 ","Visions of Raad Abdul Latif Mahdi
Al-Hasthan Y","3613 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","47 ","","Alliance","Nineveh","","   female
 ","Visions ofAyed Attia Abdel","6988 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","27 ","","Party","Dhi Qar","","   female
 ","Vojdan KhudairahiNahez Al-Salji","5419 ","ElectionCandidates_Original.csv"
"277 ","Our falc-
ons","9 ","","Alliance","Saladin","","Male","Wadah Diaa Maji KhalafAl-Douri","5813 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","16 ","","Party","Nineveh","","Male","Wadallah Attia Hasir N       Ahmed Al-
Abidi","6755 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","1 ","","Alliance","Kirkuk","","Male","Waddah Awad Mahaoush Farhan Al-Abidi","6266 ","ElectionCandidates_Original.csv"
"266 ","Alliance of Excelle-
nce","7 ","","Alliance","Saladin","","Male","Waddah Hazem Jassim Mohammed","5764 ","ElectionCandidates_Original.csv"
"269 "," National res-
      olution","60 ","","Alliance","Nineveh","","Male","Waddah Ibrahim RahoumiNajm","7204 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","12 ","","Alliance","Anbar","","Male","Wadih Dakhil Ibrahim Ramidh Al-Mahlawi","314 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","138 ","","Alliance","Baghdad","","Male","Wadih Hassan, single, Aliwi Al-Saadi","3163 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","11 ","","Alliance","Karbala","","   female
 ","Wadiyan Hussam Ahmed Haseer N Ta-
ama","5928 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","21 ","","Alliance","Al-Qadisiyah","","Male","Wael Abdel Wahid Abdel Redha Rahman Al-Qasir","1156 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","20 ","","Alliance","Al-Qadisiyah","","Male","Wael Fadel Ayash Abdul Ramaji","1155 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","61 ","","Alliance","Baghdad","","Male","Wael Hammad Ibrahim Mahna Al-
Zubaidi","3587 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","100 ","","Alliance","Baghdad","","Male","Wael Kamel Hamad Abdel Razzaq","2851 ","ElectionCandidates_Original.csv"
"223 ","Coming","10 ","","Party","Babylon","","Male","Wael Mekikadhim Mohammed Ali Al-
loush","1955 ","ElectionCandidates_Original.csv"
"206 ","Civil Democratic Allia-
nce","15 ","","Alliance","Baghdad","","Male","Wael Mohammed Abdul Hassan Ali Al-
Masari","2419 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","54 ","","Alliance","Baghdad","","Male","Wael Saddam, may God have mercy on him, Azizi
Al-Moussawi","2498 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","25 ","","Party","Nineveh","","Male","Wael Thamer Aboud Wahid Hadid","6654 ","ElectionCandidates_Original.csv"
"229 ","Kirkuk Turkmen Rescue Alliance","19 ","","Alliance","Kirkuk","","   female
 ","Wafaa Abdel-Bafri Nouri
Saleh Al-Saadi","6190 ","ElectionCandidates_Original.csv"
"209 ","Rescuers","12 ","","Party","Baghdad","","   female
 ","Wafaa Abdul-Jabbar Hassan Mahdi Al-Samarani","2594 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","8 ","","Party","Dhi Qar","","   female
 ","Wafaa Diaa Lazem Aliwi Al-Tani","4992 ","ElectionCandidates_Original.csv"
"268 ","Iraqi Turkmen Front","4 ","","Party","Erbil","","   female
 ","Wafaa Fadel Lotfy Bakr Al-Bayanri","56 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","67 ","","Party","Baghdad","","   female
 ","Wafaa Ghaleb KhalafJumaa Al-Samarani","2335 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","12 ","","Alliance","Nineveh","","   female
 ","Wafaa Hamed Ibrahim Moussa Al Moussa","6776 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","26 ","","Alliance","Anbar","","   female
 ","Wafaa Hamid Khalaf Sunaid Al Shamri","164 ","ElectionCandidates_Original.csv"
"220 ","The most beautiful medium in serv-
ices","5 ","","Alliance","Wasit","","   female
 ","Wafaa Haseer N Salman Fa-
ris Al-Lami","7594 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","22 ","","Alliance","Karbala","","   female
 ","Wafaa Hassan Abdul Zahra Jassim Al-Khafaji","6083 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","20 ","","Alliance","Karbala","","   female
 ","Wafaa Hassan Alwan Hassan Al-Araji","5986 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","20 ","","Party","Baghdad","","   female
 ","Wafaa Jabbar Abd al-Nour Ha-
ssoun","4125 ","ElectionCandidates_Original.csv"
"223 ","Coming","21 ","","Party","Babylon","","   female
 ","Wafaa Kamel Kazem Naher Al-Hasnawi","1965 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","125 ","","Alliance","Baghdad","","   female
 ","Wafaa Khalil Muhammad Amir N Murad
Al-Badhi","3011 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","3 ","","Party","Kirkuk","","   female
 ","Wafaa Mohammed Hasiran Rustum Za-
ngana","6292 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","16 ","","Party","Nineveh","","   female
 ","Wafaa Muhammad Ali Amir N Youssef
Al-Sulayfanani","7284 ","ElectionCandidates_Original.csv"
"270 ","Iraq Reform Party","64 ","","Party","Baghdad","","   female
 ","Wafaa Nouri Rasn and Salman
Al-Masoudi","4389 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","28 ","","Party","Sulaymaniyah","","female
 ","Wafaa Osman Ahmed Ismail","966 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","116 ","","Alliance","Baghdad","","   female
 ","Wafaa Saadi Saleh Qaddouri Al-Qaisi","2867 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","114 ","","Alliance","Baghdad","","   female
 ","Wafaa Salem Barak Mohsen Al Mohsen","4088 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","63 ","","Alliance","Nineveh","","   female
 ","Wafaa Samir Abdel Sattar Abdel Jabbar Al-Saadoun","6569 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","11 ","","Party","Babylon","","   female
 ","Wafaa Talib Salman Kazem Atijawi","2134 ","ElectionCandidates_Original.csv"
"206 ","Civil Democratic Allia-
nce","12 ","","Alliance","Dhi Qar","","female
 ","Wafaa Youssef Hamid Yaqoub Al-Hasouneh","5033 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","19 ","","Party","Najaf","","Male","Wahab Abdul-Zaid Karim Ali Al-Adliyi","1497 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","120 ","","Alliance","Baghdad","","   female
 ","Wahida Faraj Hammadi Zidane Al-Amri","3006 ","ElectionCandidates_Original.csv"
"213 ","Al-Fawzakho gathering","9 ","","Party","Babylon","","Male","Waiting for Adnan Urgent Hassan Al-Kriti","1897 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","16 ","","Alliance","Babylon","","   female
 ","Waiting for Ahmed Bahar Obaid
Al-Sultani","1994 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","11 ","","Party","Maysan","","Male","Waiting for Hanoun David Badan Al-Nasir","6346 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","15 ","","Alliance","Wasit","","Male","Waiting for Karim Abdul Haseer N Obaid Al-
Bougherni","7560 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","16 ","","Party","Babylon","","   female
 ","Waiting for Muslim Hasir Saleh Al-Jubouri","2074 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","84 ","","Party","Baghdad","","Male","Waiting for Subaih Rasan, O Ka'thi
customer","2351 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","106 ","","Party","Baghdad","","   female
 ","Wajdan Abdul Khamat Tabaa Al-Abbadi","3712 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","32 ","","Party","The egg","","female
 ","Wajdan Abdul Latif Nima Sabouji Al-Zalimi","394 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","8 ","","Party","Saladin","","   female
 ","Wajdan Kazem Dali Yasir N        Al-
Daifn Y","5586 ","ElectionCandidates_Original.csv"
